id,expected,corpus,split,sourceUrl,year,team,name,playerType,before,after
SEASON_3456fc88e3e9467e6c21,5,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,김영진,Hitter,3,3
SEASON_76a89e34e785855a7e2e,7,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,김태균,Hitter,8,7
SEASON_af59fd7bbdcd3fbbe0f6,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,김태한,Pitcher,8,8
SEASON_b299a54413529e54a49f,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,김한수,Hitter,8,8
SEASON_d5ad8d30ac288bb6e22b,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,류중일,Hitter,5,5
SEASON_737f09e07ec06f698dca,8,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,박충식,Pitcher,8,8
SEASON_b38354c5f47bec7c59b5,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,성준,Pitcher,7,7
SEASON_94a0c3e8b9b486a4ff9b,9,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,신동주,Hitter,10,9
SEASON_d0b8ac97ed99a542be7e,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,이상훈,Pitcher,4,4
SEASON_d032a3b307127e3b5947,9,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,이승엽,Hitter,10,10
SEASON_48e9527e2cc7e0dafaab,7,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,전병호,Pitcher,6,6
SEASON_9f3d4de58072582bd506,8,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,정경배,Hitter,8,8
SEASON_abe528aee9178c1016cf,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,정성훈,Pitcher,5,5
SEASON_b6c393e6ced7d620d410,9,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,최익성,Hitter,10,9
SEASON_bfecb4a47af0febe1b90,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,최창양,Pitcher,5,5
SEASON_59b50576617a2818f137,4,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1997,삼성,최한림,Pitcher,2,2
SEASON_01c2ea86c77a140608c5,5,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,강태원,Pitcher,6,6
SEASON_2c09a19178eb17491e2c,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,김봉영,Pitcher,3,3
SEASON_d02795901098b75a3e07,7,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,김상진,Pitcher,8,8
SEASON_53d06828f2419311c90d,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,김정수,Pitcher,6,6
SEASON_ff32f6ac27f086da3c7b,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,김종국,Hitter,6,5
SEASON_7f2aa923154d9672dbed,7,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,김창희,Hitter,7,6
SEASON_00756ba24db00c36578c,4,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,오철민,Pitcher,2,2
SEASON_4b22b41fc15f47cbb598,9,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,이강철,Pitcher,9,9
SEASON_49b130b47153fdc7e11e,10,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,이대진,Pitcher,9,9
SEASON_9032fa148730b2514abd,6,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,이순철,Hitter,5,4
SEASON_46668a45dcbbba4a2f32,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,이원식,Pitcher,6,6
SEASON_88fe97096ab091a6a19a,4,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,이재만,Pitcher,3,3
SEASON_0e57d0e0eb4acbe09c94,10,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,이종범,Hitter,10,10
SEASON_e2c5c5dc5afaa68ec107,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,임창용,Pitcher,8,8
SEASON_5fdd3fefe1e72ad4a11a,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,장성호,Hitter,6,6
SEASON_2025cee5db1c02a2c8bc,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,조계현,Pitcher,8,8
SEASON_3794584753d4960c3bbe,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,최해식,Hitter,5,5
SEASON_6cb9fe8b249a625889cd,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,최훈재,Hitter,8,7
SEASON_443bc7c966fb1d53127d,8,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1997,해태,홍현우,Hitter,8,8
SEASON_03f00e776201d344e04a,7,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,김경기,Hitter,8,8
SEASON_11c39ff482f1216ee722,6,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,김광림,Hitter,5,5
SEASON_57e5e54abda7ad29a950,9,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,김수경,Pitcher,8,8
SEASON_78837a48b849d0034687,4,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,김익재,Pitcher,1,1
SEASON_72cd886943709721a643,4,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,김홍집,Pitcher,2,2
SEASON_c4263a5f9f5cb1a43a9e,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,박경완,Hitter,8,7
SEASON_14cf3437bd9d5e5f1c04,9,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,박재홍,Hitter,8,8
SEASON_b5f2c2fed48bac2fd6bb,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,박진만,Hitter,5,4
SEASON_f06d15f96f678099f0a4,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,스트롱,Pitcher,6,6
SEASON_59e04da08a61bdbd6123,7,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,위재영,Pitcher,8,8
SEASON_451cc4f54b53f1d24918,7,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,이명수,Hitter,8,7
SEASON_d220f489da7efe77858d,7,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,이숭용,Hitter,8,7
SEASON_229848643da140d7b4b5,9,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,전준호,Hitter,8,8
SEASON_9510c428c897f257a0d0,10,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,정명원,Pitcher,10,10
SEASON_ce5671ac334d2ae85ed3,10,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,정민태,Pitcher,10,10
SEASON_a4805e074fbc3d2f0ce4,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,조규제,Pitcher,5,5
SEASON_fcae8401b14e257ee14a,5,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,조웅천,Pitcher,5,5
SEASON_d81b68f61f1815e2a5e2,8,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,최원호,Pitcher,8,8
SEASON_084d47484f73838a59a7,9,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,1998,현대,쿨바,Hitter,10,9
SEASON_8807e99c45dfeea26484,7,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,김기태,Hitter,8,8
SEASON_8c64436f3e97c7b21e54,7,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,김상진,Pitcher,8,8
SEASON_29932306acc0049f81e1,4,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,김영진,Hitter,3,2
SEASON_490e39d069459b26060a,7,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,김진웅,Pitcher,8,8
SEASON_47fc0f9d203a275893c4,6,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,김태균,Hitter,6,6
SEASON_3c7d843d5ba53727221c,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,김한수,Hitter,8,8
SEASON_e098eb68c9b6e2d027b9,5,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,김현욱,Pitcher,7,7
SEASON_8264f2b3c1ed8d45ff91,8,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,노장진,Pitcher,8,8
SEASON_268353a674493ed94c63,3,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,박동희,Pitcher,1,1
SEASON_9a81dfb83129fa05715e,8,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,스미스,Hitter,8,8
SEASON_712ce3fa9e2e4aee0e83,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,신동주,Hitter,8,7
SEASON_1835fd10df389fe5f835,9,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,임창용,Pitcher,10,10
SEASON_4f2feb71c6e40965eccc,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,전병호,Pitcher,5,5
SEASON_31c5d3f9b4c777c82907,8,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,정경배,Hitter,8,7
SEASON_dc94d8c0e9172c2d13cc,5,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,정현욱,Pitcher,6,6
SEASON_623d5f6a179a46f144e6,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,1999,삼성,홀,Hitter,6,5
SEASON_89bd7181d6b60691ed65,7,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,김기태,Hitter,8,8
SEASON_591accf1dd9bd8abb90a,5,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,김상진,Pitcher,7,7
SEASON_bb3ebf5ddcbcff9e6cef,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,김진웅,Pitcher,8,8
SEASON_253af58020d87d532d22,5,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,김태균,Hitter,6,5
SEASON_dc7d82da0f76cbd84999,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,김태한,Pitcher,3,3
SEASON_5e1fff33afcfeaaa2d78,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,김한수,Hitter,7,6
SEASON_117421b5740a34e70d93,5,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,김현욱,Pitcher,8,8
SEASON_7d7cb97acd6c68fcb020,5,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,노장진,Pitcher,7,7
SEASON_4c5e141cda88ec049dfa,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,박동희,Pitcher,4,4
SEASON_5e9791b14be9a5f09cd3,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,신동주,Hitter,6,6
SEASON_e62bd79159ac08e697c1,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,이승엽,Hitter,10,9
SEASON_a880d4e30c3db7e96db0,4,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,이용훈,Pitcher,6,6
SEASON_1e3e6ab6be465621a4d1,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,임창용,Pitcher,8,8
SEASON_6dab9a792bbe6e00459c,5,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,정경배,Hitter,8,7
SEASON_fde21d3ddd138ba95925,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,진갑용,Hitter,6,5
SEASON_facbe9944294caa10d48,3,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,최창양,Pitcher,4,4
SEASON_32a9055ea5c3dc2ba424,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2000,삼성,프랑코,Hitter,8,8
SEASON_22444b42cb26d1798781,3,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,김민범,Pitcher,1,1
SEASON_6f84bf0c414c42dd01d7,8,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,김수경,Pitcher,8,8
SEASON_4728c65b173896094e86,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,마일영,Pitcher,6,6
SEASON_379fcf2ee32173bb5e21,9,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,박경완,Hitter,8,9
SEASON_e2dd57e2b97b3bb1dbfe,6,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,박장희,Pitcher,8,8
SEASON_16d505d353ca10ce5ac7,10,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,박재홍,Hitter,10,9
SEASON_23d448f28d908357c6fe,7,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,박종호,Hitter,8,8
SEASON_93348cce8aa2033873ed,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,박진만,Hitter,8,7
SEASON_ff95a4ce5225d7b421db,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,신철인,Pitcher,5,5
SEASON_c31dd49d6148672eddf7,7,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,심재학,Hitter,8,7
SEASON_a3330bde4cf577106229,7,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,위재영,Pitcher,8,8
SEASON_13e02c842b24bae5df0f,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,이명수,Hitter,6,5
SEASON_32207ec886afe53a53ca,6,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,이숭용,Hitter,7,6
SEASON_6c8559da00e51722f374,1,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,이용주,Hitter,1,1
SEASON_df00fc8031daf7491ec0,10,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,임선동,Pitcher,9,9
SEASON_02865a0029e1d17be1b6,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,전준호,Hitter,6,6
SEASON_2f02884fee0850f74479,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,전준호,Pitcher,5,5
SEASON_0383307944d7a08106a9,5,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,정명원,Pitcher,6,6
SEASON_0568fc818c72c66a8561,9,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,정민태,Pitcher,9,9
SEASON_27a17e6b2ebedbf73a17,5,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,조웅천,Pitcher,8,8
SEASON_1f42fc487aaa347b2abd,8,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86966,2000,현대,퀸란,Hitter,8,8
SEASON_7a7ae1e8272e345cf4e1,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,갈베스,Pitcher,8,8
SEASON_1cfcd54b56e453fbf04b,5,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,강동우,Hitter,6,5
SEASON_4c622c45559727027e0d,5,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,김승관,Hitter,1,1
SEASON_02579e07aa2c6bd9f0f2,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,김진웅,Pitcher,8,8
SEASON_55f53e589f5b45dc7837,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,김한수,Hitter,8,8
SEASON_b8a666cf9010f5c15026,5,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,김현욱,Pitcher,7,7
SEASON_ad8cf1c105414b531c36,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,리베라,Pitcher,6,6
SEASON_6c8a5bc41a55d88e1361,9,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,마르티네스,Hitter,8,8
SEASON_8cdbde86604b8dd04e29,7,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,마해영,Hitter,10,9
SEASON_b317f1c391a243848b93,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,박정환,Hitter,5,5
SEASON_fcf3c61ff87775fe5145,7,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,박한이,Hitter,8,7
SEASON_7c2ac72f8a4c194328ae,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,배영수,Pitcher,8,8
SEASON_aae52499488f9fe64e1b,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,이승엽,Hitter,10,9
SEASON_c5f7f88f7df782d0c127,4,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,이용훈,Pitcher,5,5
SEASON_4586915714f9247f6d0d,3,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,이정호,Pitcher,1,1
SEASON_b8499719034c91f7cee0,7,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,임창용,Pitcher,9,9
SEASON_e190b9a1841e842b5635,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,전병호,Pitcher,4,4
SEASON_a64b783bb508faa17392,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2001,삼성,진갑용,Hitter,7,6
SEASON_95adcd6a5a6e071d9650,6,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,강동우,Hitter,8,7
SEASON_ad822161e19c626f869c,5,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,강영식,Pitcher,6,6
SEASON_e981fbfe6992ddfe954f,3,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,김진웅,Pitcher,3,3
SEASON_33bcf6f4ee506687a63e,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,김한수,Hitter,8,8
SEASON_05f644f34177300716c3,5,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,김현욱,Pitcher,8,8
SEASON_e0779c46ff12a039339f,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,노병오,Pitcher,5,5
SEASON_9e42d718937d23a73b05,7,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,노장진,Pitcher,8,8
SEASON_70961ae3e68cdef28e48,7,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,마해영,Hitter,10,10
SEASON_1c13fa577f0ab521077a,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,박정환,Hitter,6,5
SEASON_f09e7b51ecdccc3f442f,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,박한이,Hitter,8,7
SEASON_b826d44073b6bdfa7a16,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,배영수,Pitcher,4,4
SEASON_d485de9c2d56f5707d1c,7,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,브리또,Hitter,8,8
SEASON_600615b6740cdd555d64,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,양준혁,Hitter,8,7
SEASON_f64f954ceb5cca2f8c94,9,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,엘비라,Pitcher,8,8
SEASON_9e03f8ead9fc8a7ec65d,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,오상민,Pitcher,5,5
SEASON_81101c25068ef8987615,9,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,이승엽,Hitter,10,10
SEASON_7bc33c92cec1de2f89b3,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,임창용,Pitcher,10,10
SEASON_4218b7556b34e6b55d9c,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,전병호,Pitcher,6,6
SEASON_a9ac93c76987718c5a2d,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,진갑용,Hitter,8,8
SEASON_d3e60611ee5100810847,3,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2002,삼성,현재윤,Hitter,2,2
SEASON_26508e8c0e54d83b5eed,4,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,강철민,Pitcher,5,5
SEASON_31190c8704d28d8afb82,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,고우석,Pitcher,5,5
SEASON_97333c93ac90941a8708,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,김경언,Hitter,6,5
SEASON_5663094db2c448825a5c,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,김상훈,Hitter,7,6
SEASON_11b11a390d81946556ca,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,김종국,Hitter,8,7
SEASON_46d6ba4153e678f9c23f,9,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,김진우,Pitcher,8,8
SEASON_17bba235ee0108c78e07,7,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,리오스,Pitcher,8,8
SEASON_6fa1d6d15c7a7b3726b3,8,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,박재홍,Hitter,8,8
SEASON_c4c97b0ca91e34c5b89c,3,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,서동욱,Hitter,2,2
SEASON_d91c71d6f9a4a3d7047f,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,신동주,Hitter,5,5
SEASON_04ad4d1b29725b0f5f70,6,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,신용운,Pitcher,8,8
SEASON_2b1a7a2d36e6592079fe,3,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,엄정대,Hitter,1,1
SEASON_047e010eca9bc9bc18b6,6,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,오철민,Pitcher,4,4
SEASON_50270e35315e7a1a6d0e,7,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,이강철,Pitcher,7,7
SEASON_06e8ac1bd7ff9242cc88,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,이원식,Pitcher,5,5
SEASON_75a248a246d5bfc02d3c,9,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,이종범,Hitter,10,9
SEASON_a9f5c827a026853d7572,5,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,이현곤,Hitter,6,6
SEASON_8a4d2d35781e8f6a64a6,9,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,장성호,Hitter,10,9
SEASON_183cea0fc071d9d896d9,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,존슨,Pitcher,6,6
SEASON_4bbfafb1899f0413f4ee,5,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,진필중,Pitcher,6,6
SEASON_1c72298b65937408ffb6,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,최상덕,Pitcher,8,8
SEASON_9ec3060d308d8283a6cc,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86963,2003,KIA,홍세완,Hitter,8,8
SEASON_8b57040a0a849542a33f,6,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,강동우,Hitter,8,6
SEASON_4dbf4ddfa89efe4616ed,4,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,강영식,Pitcher,4,4
SEASON_56718dbec5f9879c6c5c,4,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,권오준,Pitcher,4,4
SEASON_3777ba0d89161b5770c0,5,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,김진웅,Pitcher,8,8
SEASON_3edf911de2b6f5309569,7,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,김한수,Hitter,8,8
SEASON_cc7fbe9e61cdebc0edd1,6,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,김현욱,Pitcher,8,8
SEASON_aa0aa6b50e46d51184b9,5,Observed2011,Holdout,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,노장진,Pitcher,6,6
SEASON_54ad6a7f53a013babd47,3,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,라이언,Pitcher,4,4
SEASON_f44bd6bf5072effee18e,6,Observed2011,Validation,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,마해영,Hitter,10,9
SEASON_e1ef3fbc2b42033036a1,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,박정환,Hitter,4,4
SEASON_13a151a73737ca7ce57a,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,박한이,Hitter,8,8
SEASON_ca738c84f115882721cb,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,배영수,Pitcher,8,8
SEASON_9002db78cda864d960ad,6,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,브리또,Hitter,8,7
SEASON_0f90886bb9a2a47e6469,3,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,안지만,Pitcher,1,1
SEASON_723e7ce60bd053b126ba,8,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,양준혁,Hitter,10,9
SEASON_09e2bc4ba10fbaf74543,4,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,오상민,Pitcher,6,6
SEASON_66479db7712f170e5030,7,Observed2011,Train,https://www.inven.co.kr/webzine/news/?news=86951,2003,삼성,임창용,Pitcher,8,8
